v [cm$^{-1}$]    I(v) [$e^{2}$ amu$^{-1}$]    I_Norm(v) [AU]
   913.000000                     0.000023          0.003525
   914.000000                     0.000023          0.003495
   915.000000                     0.000022          0.003467
   916.000000                     0.000022          0.003441
   917.000000                     0.000022          0.003417
   918.000000                     0.000022          0.003394
   919.000000                     0.000022          0.003373
   920.000000                     0.000022          0.003354
   921.000000                     0.000022          0.003336
   922.000000                     0.000021          0.003320
   923.000000                     0.000021          0.003306
   924.000000                     0.000021          0.003293
   925.000000                     0.000021          0.003281
   926.000000                     0.000021          0.003272
   927.000000                     0.000021          0.003264
   928.000000                     0.000021          0.003257
   929.000000                     0.000021          0.003253
   930.000000                     0.000021          0.003250
   931.000000                     0.000021          0.003249
   932.000000                     0.000021          0.003250
   933.000000                     0.000021          0.003252
   934.000000                     0.000021          0.003257
   935.000000                     0.000021          0.003263
   936.000000                     0.000021          0.003271
   937.000000                     0.000021          0.003280
   938.000000                     0.000021          0.003291
   939.000000                     0.000021          0.003304
   940.000000                     0.000021          0.003320
   941.000000                     0.000022          0.003339
   942.000000                     0.000022          0.003361
   943.000000                     0.000022          0.003387
   944.000000                     0.000022          0.003418
   945.000000                     0.000022          0.003454
   946.000000                     0.000023          0.003495
   947.000000                     0.000023          0.003542
   948.000000                     0.000023          0.003595
   949.000000                     0.000024          0.003654
   950.000000                     0.000024          0.003718
   951.000000                     0.000024          0.003786
   952.000000                     0.000025          0.003856
   953.000000                     0.000025          0.003924
   954.000000                     0.000026          0.003988
   955.000000                     0.000026          0.004046
   956.000000                     0.000026          0.004097
   957.000000                     0.000027          0.004144
   958.000000                     0.000027          0.004190
   959.000000                     0.000027          0.004238
   960.000000                     0.000028          0.004295
   961.000000                     0.000028          0.004362
   962.000000                     0.000029          0.004443
   963.000000                     0.000029          0.004541
   964.000000                     0.000030          0.004657
   965.000000                     0.000031          0.004794
   966.000000                     0.000032          0.004954
   967.000000                     0.000033          0.005141
   968.000000                     0.000035          0.005358
   969.000000                     0.000036          0.005610
   970.000000                     0.000038          0.005901
   971.000000                     0.000040          0.006237
   972.000000                     0.000043          0.006627
   973.000000                     0.000046          0.007076
   974.000000                     0.000049          0.007593
   975.000000                     0.000053          0.008185
   976.000000                     0.000057          0.008856
   977.000000                     0.000062          0.009606
   978.000000                     0.000067          0.010425
   979.000000                     0.000073          0.011287
   980.000000                     0.000078          0.012148
   981.000000                     0.000083          0.012941
   982.000000                     0.000088          0.013584
   983.000000                     0.000090          0.013994
   984.000000                     0.000091          0.014115
   985.000000                     0.000090          0.013937
   986.000000                     0.000087          0.013498
   987.000000                     0.000083          0.012873
   988.000000                     0.000078          0.012148
   989.000000                     0.000073          0.011398
   990.000000                     0.000069          0.010679
   991.000000                     0.000065          0.010024
   992.000000                     0.000061          0.009451
   993.000000                     0.000058          0.008963
   994.000000                     0.000055          0.008559
   995.000000                     0.000053          0.008235
   996.000000                     0.000051          0.007983
   997.000000                     0.000050          0.007798
   998.000000                     0.000049          0.007674
   999.000000                     0.000049          0.007605
  1000.000000                     0.000049          0.007589
  1001.000000                     0.000049          0.007623
  1002.000000                     0.000050          0.007707
  1003.000000                     0.000051          0.007839
  1004.000000                     0.000052          0.008021
  1005.000000                     0.000053          0.008255
  1006.000000                     0.000055          0.008545
  1007.000000                     0.000057          0.008896
  1008.000000                     0.000060          0.009313
  1009.000000                     0.000063          0.009806
  1010.000000                     0.000067          0.010383
  1011.000000                     0.000071          0.011056
  1012.000000                     0.000076          0.011841
  1013.000000                     0.000082          0.012753
  1014.000000                     0.000089          0.013812
  1015.000000                     0.000097          0.015038
  1016.000000                     0.000106          0.016453
  1017.000000                     0.000117          0.018077
  1018.000000                     0.000128          0.019921
  1019.000000                     0.000142          0.021985
  1020.000000                     0.000156          0.024243
  1021.000000                     0.000172          0.026634
  1022.000000                     0.000187          0.029050
  1023.000000                     0.000202          0.031335
  1024.000000                     0.000215          0.033312
  1025.000000                     0.000225          0.034822
  1026.000000                     0.000231          0.035781
  1027.000000                     0.000233          0.036208
  1028.000000                     0.000234          0.036220
  1029.000000                     0.000232          0.035969
  1030.000000                     0.000229          0.035585
  1031.000000                     0.000226          0.035124
  1032.000000                     0.000223          0.034558
  1033.000000                     0.000218          0.033795
  1034.000000                     0.000211          0.032731
  1035.000000                     0.000202          0.031301
  1036.000000                     0.000190          0.029520
