v [cm$^{-1}$]    I(v) [$e^{2}$ amu$^{-1}$]    I_Norm(v) [AU]
  1044.000000                     0.000037          0.024678
  1045.000000                     0.000036          0.023734
  1046.000000                     0.000035          0.022977
  1047.000000                     0.000034          0.022388
  1048.000000                     0.000033          0.021956
  1049.000000                     0.000033          0.021669
  1050.000000                     0.000032          0.021523
  1051.000000                     0.000032          0.021512
  1052.000000                     0.000033          0.021635
  1053.000000                     0.000033          0.021895
  1054.000000                     0.000033          0.022295
  1055.000000                     0.000034          0.022842
  1056.000000                     0.000035          0.023548
  1057.000000                     0.000037          0.024425
  1058.000000                     0.000038          0.025491
  1059.000000                     0.000040          0.026767
  1060.000000                     0.000042          0.028282
  1061.000000                     0.000045          0.030068
  1062.000000                     0.000048          0.032164
  1063.000000                     0.000052          0.034620
  1064.000000                     0.000056          0.037491
  1065.000000                     0.000061          0.040844
  1066.000000                     0.000067          0.044756
  1067.000000                     0.000074          0.049311
  1068.000000                     0.000082          0.054598
  1069.000000                     0.000091          0.060701
  1070.000000                     0.000102          0.067685
  1071.000000                     0.000114          0.075561
  1072.000000                     0.000127          0.084252
  1073.000000                     0.000141          0.093527
  1074.000000                     0.000155          0.102943
  1075.000000                     0.000168          0.111807
  1076.000000                     0.000179          0.119208
  1077.000000                     0.000187          0.124173
  1078.000000                     0.000189          0.125926
  1079.000000                     0.000187          0.124162
  1080.000000                     0.000179          0.119158
  1081.000000                     0.000168          0.111673
  1082.000000                     0.000154          0.102677
  1083.000000                     0.000140          0.093086
  1084.000000                     0.000126          0.083607
  1085.000000                     0.000112          0.074691
  1086.000000                     0.000100          0.066578
  1087.000000                     0.000089          0.059351
  1088.000000                     0.000080          0.052999
  1089.000000                     0.000071          0.047458
  1090.000000                     0.000064          0.042645
  1091.000000                     0.000058          0.038470
  1092.000000                     0.000052          0.034845
  1093.000000                     0.000048          0.031692
  1094.000000                     0.000043          0.028944
  1095.000000                     0.000040          0.026540
  1096.000000                     0.000037          0.024431
  1097.000000                     0.000034          0.022574
  1098.000000                     0.000031          0.020932
  1099.000000                     0.000029          0.019477
  1100.000000                     0.000027          0.018182
  1101.000000                     0.000026          0.017026
  1102.000000                     0.000024          0.015990
  1103.000000                     0.000023          0.015060
  1104.000000                     0.000021          0.014222
  1105.000000                     0.000020          0.013464
  1106.000000                     0.000019          0.012778
  1107.000000                     0.000018          0.012155
  1108.000000                     0.000017          0.011589
  1109.000000                     0.000017          0.011072
  1110.000000                     0.000016          0.010600
  1111.000000                     0.000015          0.010168
  1112.000000                     0.000015          0.009773
  1113.000000                     0.000014          0.009410
  1114.000000                     0.000014          0.009077
  1115.000000                     0.000013          0.008770
  1116.000000                     0.000013          0.008489
  1117.000000                     0.000012          0.008230
  1118.000000                     0.000012          0.007991
  1119.000000                     0.000012          0.007772
  1120.000000                     0.000011          0.007571
  1121.000000                     0.000011          0.007387
  1122.000000                     0.000011          0.007218
  1123.000000                     0.000011          0.007064
  1124.000000                     0.000010          0.006923
  1125.000000                     0.000010          0.006796
  1126.000000                     0.000010          0.006682
  1127.000000                     0.000010          0.006580
  1128.000000                     0.000010          0.006489
  1129.000000                     0.000010          0.006411
  1130.000000                     0.000010          0.006344
  1131.000000                     0.000009          0.006288
  1132.000000                     0.000009          0.006243
  1133.000000                     0.000009          0.006211
  1134.000000                     0.000009          0.006190
  1135.000000                     0.000009          0.006181
  1136.000000                     0.000009          0.006185
  1137.000000                     0.000009          0.006202
  1138.000000                     0.000009          0.006234
  1139.000000                     0.000009          0.006281
  1140.000000                     0.000010          0.006345
  1141.000000                     0.000010          0.006426
  1142.000000                     0.000010          0.006528
  1143.000000                     0.000010          0.006651
  1144.000000                     0.000010          0.006799
  1145.000000                     0.000010          0.006974
  1146.000000                     0.000011          0.007180
  1147.000000                     0.000011          0.007420
  1148.000000                     0.000012          0.007698
  1149.000000                     0.000012          0.008019
  1150.000000                     0.000013          0.008386
  1151.000000                     0.000013          0.008802
  1152.000000                     0.000014          0.009269
  1153.000000                     0.000015          0.009788
  1154.000000                     0.000016          0.010360
  1155.000000                     0.000017          0.010986
  1156.000000                     0.000018          0.011672
  1157.000000                     0.000019          0.012433
  1158.000000                     0.000020          0.013288
  1159.000000                     0.000021          0.014262
  1160.000000                     0.000023          0.015383
  1161.000000                     0.000025          0.016670
  1162.000000                     0.000027          0.018133
  1163.000000                     0.000030          0.019759
  1164.000000                     0.000032          0.021507
  1165.000000                     0.000035          0.023290
  1166.000000                     0.000038          0.024977
  1167.000000                     0.000040          0.026393
  1168.000000                     0.000041          0.027355
  1169.000000                     0.000042          0.027722
  1170.000000                     0.000041          0.027442
  1171.000000                     0.000040          0.026575
  1172.000000                     0.000038          0.025271
  1173.000000                     0.000036          0.023715
  1174.000000                     0.000033          0.022082
  1175.000000                     0.000031          0.020505
  1176.000000                     0.000029          0.019073
  1177.000000                     0.000027          0.017832
  1178.000000                     0.000025          0.016804
  1179.000000                     0.000024          0.015993
  1180.000000                     0.000023          0.015395
  1181.000000                     0.000023          0.015004
  1182.000000                     0.000022          0.014815
  1183.000000                     0.000022          0.014823
  1184.000000                     0.000023          0.015029
  1185.000000                     0.000023          0.015432
  1186.000000                     0.000024          0.016031
  1187.000000                     0.000025          0.016820
  1188.000000                     0.000027          0.017783
  1189.000000                     0.000028          0.018881
  1190.000000                     0.000030          0.020047
  1191.000000                     0.000032          0.021175
