v [cm$^{-1}$]    I(v) [$e^{2}$ amu$^{-1}$]    I_Norm(v) [AU]
   855.000000                     0.000148          0.025785
   856.000000                     0.000160          0.027862
   857.000000                     0.000174          0.030216
   858.000000                     0.000189          0.032808
   859.000000                     0.000204          0.035548
   860.000000                     0.000220          0.038273
   861.000000                     0.000234          0.040747
   862.000000                     0.000245          0.042676
   863.000000                     0.000252          0.043774
   864.000000                     0.000252          0.043844
   865.000000                     0.000246          0.042854
   866.000000                     0.000235          0.040946
   867.000000                     0.000221          0.038384
   868.000000                     0.000204          0.035465
   869.000000                     0.000187          0.032451
   870.000000                     0.000170          0.029530
   871.000000                     0.000154          0.026817
   872.000000                     0.000140          0.024365
   873.000000                     0.000128          0.022188
   874.000000                     0.000117          0.020275
   875.000000                     0.000107          0.018605
   876.000000                     0.000099          0.017150
   877.000000                     0.000091          0.015883
   878.000000                     0.000085          0.014778
   879.000000                     0.000079          0.013812
   880.000000                     0.000075          0.012965
   881.000000                     0.000070          0.012220
   882.000000                     0.000066          0.011562
   883.000000                     0.000063          0.010978
   884.000000                     0.000060          0.010460
   885.000000                     0.000057          0.009996
   886.000000                     0.000055          0.009581
   887.000000                     0.000053          0.009208
   888.000000                     0.000051          0.008871
   889.000000                     0.000049          0.008567
   890.000000                     0.000048          0.008290
   891.000000                     0.000046          0.008039
   892.000000                     0.000045          0.007810
   893.000000                     0.000044          0.007600
   894.000000                     0.000043          0.007408
   895.000000                     0.000042          0.007232
   896.000000                     0.000041          0.007070
   897.000000                     0.000040          0.006921
   898.000000                     0.000039          0.006783
   899.000000                     0.000038          0.006656
   900.000000                     0.000038          0.006539
   901.000000                     0.000037          0.006430
   902.000000                     0.000036          0.006329
   903.000000                     0.000036          0.006236
   904.000000                     0.000035          0.006150
   905.000000                     0.000035          0.006070
   906.000000                     0.000034          0.005996
   907.000000                     0.000034          0.005927
   908.000000                     0.000034          0.005863
   909.000000                     0.000033          0.005805
   910.000000                     0.000033          0.005751
   911.000000                     0.000033          0.005701
   912.000000                     0.000033          0.005655
   913.000000                     0.000032          0.005613
   914.000000                     0.000032          0.005574
   915.000000                     0.000032          0.005540
   916.000000                     0.000032          0.005508
   917.000000                     0.000032          0.005480
   918.000000                     0.000031          0.005455
   919.000000                     0.000031          0.005434
   920.000000                     0.000031          0.005415
   921.000000                     0.000031          0.005399
   922.000000                     0.000031          0.005387
   923.000000                     0.000031          0.005377
   924.000000                     0.000031          0.005371
   925.000000                     0.000031          0.005368
   926.000000                     0.000031          0.005368
   927.000000                     0.000031          0.005372
   928.000000                     0.000031          0.005379
   929.000000                     0.000031          0.005390
   930.000000                     0.000031          0.005405
   931.000000                     0.000031          0.005424
   932.000000                     0.000031          0.005446
   933.000000                     0.000031          0.005472
   934.000000                     0.000032          0.005500
   935.000000                     0.000032          0.005530
   936.000000                     0.000032          0.005561
   937.000000                     0.000032          0.005590
   938.000000                     0.000032          0.005617
   939.000000                     0.000032          0.005641
   940.000000                     0.000033          0.005664
   941.000000                     0.000033          0.005687
   942.000000                     0.000033          0.005711
   943.000000                     0.000033          0.005739
   944.000000                     0.000033          0.005771
   945.000000                     0.000033          0.005810
   946.000000                     0.000034          0.005857
   947.000000                     0.000034          0.005911
   948.000000                     0.000034          0.005973
   949.000000                     0.000035          0.006045
   950.000000                     0.000035          0.006127
   951.000000                     0.000036          0.006220
   952.000000                     0.000036          0.006325
   953.000000                     0.000037          0.006442
   954.000000                     0.000038          0.006571
   955.000000                     0.000039          0.006710
   956.000000                     0.000039          0.006858
   957.000000                     0.000040          0.007009
   958.000000                     0.000041          0.007157
   959.000000                     0.000042          0.007295
   960.000000                     0.000043          0.007416
   961.000000                     0.000043          0.007517
   962.000000                     0.000044          0.007598
   963.000000                     0.000044          0.007667
   964.000000                     0.000044          0.007731
   965.000000                     0.000045          0.007801
   966.000000                     0.000045          0.007883
   967.000000                     0.000046          0.007986
   968.000000                     0.000047          0.008112
   969.000000                     0.000048          0.008267
   970.000000                     0.000049          0.008454
   971.000000                     0.000050          0.008675
   972.000000                     0.000051          0.008934
   973.000000                     0.000053          0.009236
   974.000000                     0.000055          0.009586
   975.000000                     0.000057          0.009991
   976.000000                     0.000060          0.010457
   977.000000                     0.000063          0.010992
   978.000000                     0.000067          0.011604
   979.000000                     0.000071          0.012299
   980.000000                     0.000075          0.013080
   981.000000                     0.000080          0.013943
   982.000000                     0.000086          0.014874
   983.000000                     0.000091          0.015839
   984.000000                     0.000096          0.016785
   985.000000                     0.000101          0.017636
   986.000000                     0.000105          0.018307
   987.000000                     0.000108          0.018723
   988.000000                     0.000108          0.018843
   989.000000                     0.000107          0.018678
   990.000000                     0.000105          0.018285
   991.000000                     0.000102          0.017750
   992.000000                     0.000099          0.017157
   993.000000                     0.000095          0.016578
   994.000000                     0.000092          0.016061
   995.000000                     0.000090          0.015637
   996.000000                     0.000088          0.015317
   997.000000                     0.000087          0.015109
   998.000000                     0.000086          0.015011
   999.000000                     0.000086          0.015022
  1000.000000                     0.000087          0.015141
  1001.000000                     0.000088          0.015366
  1002.000000                     0.000090          0.015699
  1003.000000                     0.000093          0.016146
  1004.000000                     0.000096          0.016711
  1005.000000                     0.000100          0.017407
  1006.000000                     0.000105          0.018244
  1007.000000                     0.000111          0.019241
  1008.000000                     0.000117          0.020418
  1009.000000                     0.000125          0.021797
  1010.000000                     0.000135          0.023406
  1011.000000                     0.000145          0.025268
  1012.000000                     0.000158          0.027406
  1013.000000                     0.000171          0.029831
  1014.000000                     0.000187          0.032528
  1015.000000                     0.000204          0.035447
  1016.000000                     0.000221          0.038477
  1017.000000                     0.000238          0.041432
  1018.000000                     0.000253          0.044053
  1019.000000                     0.000265          0.046040
  1020.000000                     0.000271          0.047126
  1021.000000                     0.000271          0.047156
  1022.000000                     0.000265          0.046154
  1023.000000                     0.000255          0.044307
  1024.000000                     0.000241          0.041902
  1025.000000                     0.000226          0.039234
  1026.000000                     0.000210          0.036547
  1027.000000                     0.000196          0.034008
  1028.000000                     0.000182          0.031712
  1029.000000                     0.000171          0.029701
  1030.000000                     0.000161          0.027982
  1031.000000                     0.000153          0.026543
  1032.000000                     0.000146          0.025360
  1033.000000                     0.000140          0.024408
  1034.000000                     0.000136          0.023664
  1035.000000                     0.000133          0.023105
  1036.000000                     0.000131          0.022713
  1037.000000                     0.000129          0.022472
  1038.000000                     0.000129          0.022371
  1039.000000                     0.000129          0.022401
  1040.000000                     0.000130          0.022557
  1041.000000                     0.000131          0.022836
  1042.000000                     0.000134          0.023238
  1043.000000                     0.000137          0.023766
  1044.000000                     0.000140          0.024426
  1045.000000                     0.000145          0.025225
  1046.000000                     0.000150          0.026176
  1047.000000                     0.000157          0.027294
  1048.000000                     0.000164          0.028597
  1049.000000                     0.000173          0.030110
  1050.000000                     0.000183          0.031862
  1051.000000                     0.000195          0.033888
  1052.000000                     0.000208          0.036230
  1053.000000                     0.000224          0.038937
  1054.000000                     0.000242          0.042069
  1055.000000                     0.000263          0.045691
  1056.000000                     0.000287          0.049876
  1057.000000                     0.000314          0.054698
  1058.000000                     0.000346          0.060225
  1059.000000                     0.000382          0.066502
  1060.000000                     0.000423          0.073522
  1061.000000                     0.000467          0.081189
  1062.000000                     0.000513          0.089267
  1063.000000                     0.000560          0.097328
  1064.000000                     0.000602          0.104733
  1065.000000                     0.000636          0.110689
  1066.000000                     0.000658          0.114403
  1067.000000                     0.000663          0.115317
  1068.000000                     0.000651          0.113310
  1069.000000                     0.000625          0.108747
  1070.000000                     0.000588          0.102334
  1071.000000                     0.000546          0.094893
  1072.000000                     0.000501          0.087151
  1073.000000                     0.000458          0.079638
  1074.000000                     0.000418          0.072680
  1075.000000                     0.000382          0.066435
  1076.000000                     0.000350          0.060947
  1077.000000                     0.000323          0.056192
  1078.000000                     0.000300          0.052111
  1079.000000                     0.000280          0.048631
  1080.000000                     0.000263          0.045679
  1081.000000                     0.000248          0.043184
  1082.000000                     0.000236          0.041085
  1083.000000                     0.000226          0.039326
  1084.000000                     0.000218          0.037862
  1085.000000                     0.000211          0.036654
  1086.000000                     0.000205          0.035669
  1087.000000                     0.000201          0.034879
  1088.000000                     0.000197          0.034262
  1089.000000                     0.000194          0.033800
  1090.000000                     0.000192          0.033476
  1091.000000                     0.000191          0.033277
  1092.000000                     0.000191          0.033194
  1093.000000                     0.000191          0.033218
  1094.000000                     0.000192          0.033343
  1095.000000                     0.000193          0.033562
  1096.000000                     0.000195          0.033873
  1097.000000                     0.000197          0.034272
  1098.000000                     0.000200          0.034758
  1099.000000                     0.000203          0.035329
  1100.000000                     0.000207          0.035987
  1101.000000                     0.000211          0.036732
  1102.000000                     0.000216          0.037565
  1103.000000                     0.000221          0.038490
  1104.000000                     0.000227          0.039509
  1105.000000                     0.000234          0.040627
  1106.000000                     0.000241          0.041849
  1107.000000                     0.000248          0.043182
  1108.000000                     0.000257          0.044631
  1109.000000                     0.000266          0.046205
  1110.000000                     0.000275          0.047914
  1111.000000                     0.000286          0.049768
  1112.000000                     0.000298          0.051780
  1113.000000                     0.000310          0.053963
  1114.000000                     0.000324          0.056333
  1115.000000                     0.000339          0.058908
  1116.000000                     0.000355          0.061710
  1117.000000                     0.000372          0.064760
  1118.000000                     0.000391          0.068087
  1119.000000                     0.000412          0.071722
  1120.000000                     0.000435          0.075699
